rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split0_train_score
1,-0.3347570959670875,0.0,-0.9999999999999998,0.0,1.0801169872283936,0.0,0.01839900016784668,0.0,0.1,{'model__alpha': 0.1},-0.3347570959670875,-0.9999999999999998
1,-0.3347570959670875,0.0,-0.9999999999999998,0.0,0.6246359348297119,0.0,0.012608051300048828,0.0,1,{'model__alpha': 1},-0.3347570959670875,-0.9999999999999998
1,-0.3347570959670875,0.0,-0.9999999999999998,0.0,0.6551868915557861,0.0,0.016218185424804688,0.0,10,{'model__alpha': 10},-0.3347570959670875,-0.9999999999999998
